VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,cpe_match_string,nvd_api_url
OpenText,OpenText Tempo Social,Collaborative/Integrated Software,Collaborate Design & Publish,opentext,opentext_tempo_social,cpe:2.3:a:opentext:opentext_tempo_social:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:opentext:opentext_tempo_social:*:*:*:*:*:*:*
Onstream Media Corporation,OnstreamMedia,Collaborative/Integrated Software,Collaborate Design & Publish,onstream_media_corporation,onstreammedia,cpe:2.3:a:onstream_media_corporation:onstreammedia:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:onstream_media_corporation:onstreammedia:*:*:*:*:*:*:*
IntelligenceBank Pty Ltd,IntelligenceBank DAM,Collaborative/Integrated Software,Collaborate Design & Publish,intelligencebank_pty,intelligencebank_dam,cpe:2.3:a:intelligencebank_pty:intelligencebank_dam:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:intelligencebank_pty:intelligencebank_dam:*:*:*:*:*:*:*
Daminion Software,Daminion,Collaborative/Integrated Software,Collaborate Design & Publish,daminion,daminion,cpe:2.3:a:daminion:daminion:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:daminion:daminion:*:*:*:*:*:*:*
VOLTA,Simian,Collaborative/Integrated Software,Collaborate Design & Publish,volta,simian,cpe:2.3:a:volta:simian:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:volta:simian:*:*:*:*:*:*:*
BeaconLive,Cinchcast,Collaborative/Integrated Software,Collaborate Design & Publish,beaconlive,cinchcast,cpe:2.3:a:beaconlive:cinchcast:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:beaconlive:cinchcast:*:*:*:*:*:*:*
Lookatme,Lookatme,Collaborative/Integrated Software,Collaborate Design & Publish,lookatme,lookatme,cpe:2.3:a:lookatme:lookatme:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lookatme:lookatme:*:*:*:*:*:*:*
LINE WORKS,LINE WORKS,Collaborative/Integrated Software,Collaborate Design & Publish,line_works,line_works,cpe:2.3:a:line_works:line_works:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:line_works:line_works:*:*:*:*:*:*:*
MegaMeeting.com,MegaMeeting,Collaborative/Integrated Software,Collaborate Design & Publish,megameeting_com,megameeting,cpe:2.3:a:megameeting_com:megameeting:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:megameeting_com:megameeting:*:*:*:*:*:*:*
Frozen Mountain,Frozen Mountain,Collaborative/Integrated Software,Collaborate Design & Publish,frozen_mountain,frozen_mountain,cpe:2.3:a:frozen_mountain:frozen_mountain:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:frozen_mountain:frozen_mountain:*:*:*:*:*:*:*
Google,Google Apps,Design & Publishing Software,Collaborate Design & Publish,google,google_apps,cpe:2.3:a:google:google_apps:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:google:google_apps:*:*:*:*:*:*:*
Microsoft,Microsoft Office,Design & Publishing Software,Collaborate Design & Publish,microsoft,microsoft_office,cpe:2.3:a:microsoft:microsoft_office:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:microsoft:microsoft_office:*:*:*:*:*:*:*
Microsoft,Microsoft BPOS,Design & Publishing Software,Collaborate Design & Publish,microsoft,microsoft_bpos,cpe:2.3:a:microsoft:microsoft_bpos:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:microsoft:microsoft_bpos:*:*:*:*:*:*:*
Elasticsearch,Elasticsearch,Design & Publishing Software,Collaborate Design & Publish,elasticsearch,elasticsearch,cpe:2.3:a:elasticsearch:elasticsearch:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:elasticsearch:elasticsearch:*:*:*:*:*:*:*
NA,Platform Pro,Design & Publishing Software,Collaborate Design & Publish,na,platform_pro,cpe:2.3:a:na:platform_pro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:na:platform_pro:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Photoshop,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_photoshop,cpe:2.3:a:adobe:adobe_photoshop:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_photoshop:*:*:*:*:*:*:*
Google,Google Search Appliance,Design & Publishing Software,Collaborate Design & Publish,google,google_search_appliance,cpe:2.3:a:google:google_search_appliance:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:google:google_search_appliance:*:*:*:*:*:*:*
ESRI,ArcGIS,Design & Publishing Software,Collaborate Design & Publish,esri,arcgis,cpe:2.3:a:esri:arcgis:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:esri:arcgis:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Illustrator,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_illustrator,cpe:2.3:a:adobe:adobe_illustrator:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_illustrator:*:*:*:*:*:*:*
ESRI,Arc/Info,Design & Publishing Software,Collaborate Design & Publish,esri,arc/info,cpe:2.3:a:esri:arc/info:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:esri:arc/info:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Creative Suite,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_creative_suite,cpe:2.3:a:adobe:adobe_creative_suite:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_creative_suite:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe InDesign,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_indesign,cpe:2.3:a:adobe:adobe_indesign:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_indesign:*:*:*:*:*:*:*
Vertafore,Vertafore,Design & Publishing Software,Collaborate Design & Publish,vertafore,vertafore,cpe:2.3:a:vertafore:vertafore:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:vertafore:vertafore:*:*:*:*:*:*:*
Articulate,Articulate Storyline,Design & Publishing Software,Collaborate Design & Publish,articulate,articulate_storyline,cpe:2.3:a:articulate:articulate_storyline:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:articulate:articulate_storyline:*:*:*:*:*:*:*
ESRI,ESRI,Design & Publishing Software,Collaborate Design & Publish,esri,esri,cpe:2.3:a:esri:esri:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:esri:esri:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Captivate,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_captivate,cpe:2.3:a:adobe:adobe_captivate:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_captivate:*:*:*:*:*:*:*
The Apache Software Foundation,Apache Solr,Design & Publishing Software,Collaborate Design & Publish,the_apache_software_foundation,apache_solr,cpe:2.3:a:the_apache_software_foundation:apache_solr:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:the_apache_software_foundation:apache_solr:*:*:*:*:*:*:*
Nuance Communications,Nuance,Design & Publishing Software,Collaborate Design & Publish,nuance_communications,nuance,cpe:2.3:a:nuance_communications:nuance:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:nuance_communications:nuance:*:*:*:*:*:*:*
National Instruments,National Instruments,Design & Publishing Software,Collaborate Design & Publish,national_instruments,national_instruments,cpe:2.3:a:national_instruments:national_instruments:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:national_instruments:national_instruments:*:*:*:*:*:*:*
Dassault Systemes,Dassault Systemes,Design & Publishing Software,Collaborate Design & Publish,dassault_systemes,dassault_systemes,cpe:2.3:a:dassault_systemes:dassault_systemes:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dassault_systemes:dassault_systemes:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe After Effects,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_after_effects,cpe:2.3:a:adobe:adobe_after_effects:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_after_effects:*:*:*:*:*:*:*
Bentley,Bentley,Design & Publishing Software,Collaborate Design & Publish,bentley,bentley,cpe:2.3:a:bentley:bentley:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bentley:bentley:*:*:*:*:*:*:*
Autodesk,Autodesk Maya,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_maya,cpe:2.3:a:autodesk:autodesk_maya:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_maya:*:*:*:*:*:*:*
Apple,Apple Final Cut Pro,Design & Publishing Software,Collaborate Design & Publish,apple,apple_final_cut_pro,cpe:2.3:a:apple:apple_final_cut_pro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apple:apple_final_cut_pro:*:*:*:*:*:*:*
Autodesk,Autodesk Inventor,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_inventor,cpe:2.3:a:autodesk:autodesk_inventor:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_inventor:*:*:*:*:*:*:*
Corel,Corel,Design & Publishing Software,Collaborate Design & Publish,corel,corel,cpe:2.3:a:corel:corel:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:corel:corel:*:*:*:*:*:*:*
Operation Technology Inc,ETAP,Design & Publishing Software,Collaborate Design & Publish,operation_technology,etap,cpe:2.3:a:operation_technology:etap:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:operation_technology:etap:*:*:*:*:*:*:*
The Apache Software Foundation,Apache Lucene,Design & Publishing Software,Collaborate Design & Publish,the_apache_software_foundation,apache_lucene,cpe:2.3:a:the_apache_software_foundation:apache_lucene:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:the_apache_software_foundation:apache_lucene:*:*:*:*:*:*:*
Cobalt,Cobalt,Design & Publishing Software,Collaborate Design & Publish,cobalt,cobalt,cpe:2.3:a:cobalt:cobalt:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cobalt:cobalt:*:*:*:*:*:*:*
Pitney Bowes Software,MapInfo,Design & Publishing Software,Collaborate Design & Publish,pitney_bowes,mapinfo,cpe:2.3:a:pitney_bowes:mapinfo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:pitney_bowes:mapinfo:*:*:*:*:*:*:*
IBM,IBM Rational Rose,Design & Publishing Software,Collaborate Design & Publish,ibm,ibm_rational_rose,cpe:2.3:a:ibm:ibm_rational_rose:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ibm:ibm_rational_rose:*:*:*:*:*:*:*
Autodesk,Autodesk 3ds Max,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_3ds_max,cpe:2.3:a:autodesk:autodesk_3ds_max:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_3ds_max:*:*:*:*:*:*:*
Corel,Corel CorelDRAW,Design & Publishing Software,Collaborate Design & Publish,corel,corel_coreldraw,cpe:2.3:a:corel:corel_coreldraw:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:corel:corel_coreldraw:*:*:*:*:*:*:*
Lectora,Lectora,Design & Publishing Software,Collaborate Design & Publish,lectora,lectora,cpe:2.3:a:lectora:lectora:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lectora:lectora:*:*:*:*:*:*:*
OneSpan Inc.,eSignLive,Design & Publishing Software,Collaborate Design & Publish,onespan,esignlive,cpe:2.3:a:onespan:esignlive:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:onespan:esignlive:*:*:*:*:*:*:*
SumTotal Systems Inc.,SumTotal Enterprise Learning,Design & Publishing Software,Collaborate Design & Publish,sumtotal,sumtotal_enterprise_learning,cpe:2.3:a:sumtotal:sumtotal_enterprise_learning:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sumtotal:sumtotal_enterprise_learning:*:*:*:*:*:*:*
PTC,PTC Creo,Design & Publishing Software,Collaborate Design & Publish,ptc,ptc_creo,cpe:2.3:a:ptc:ptc_creo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ptc:ptc_creo:*:*:*:*:*:*:*
Guidance Software,Guidance Software,Design & Publishing Software,Collaborate Design & Publish,guidance,guidance,cpe:2.3:a:guidance:guidance:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:guidance:guidance:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe EchoSign,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_echosign,cpe:2.3:a:adobe:adobe_echosign:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_echosign:*:*:*:*:*:*:*
MSC Software,MSC Software,Design & Publishing Software,Collaborate Design & Publish,msc,msc,cpe:2.3:a:msc:msc:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:msc:msc:*:*:*:*:*:*:*
ANSYS,ANSYS Workbench,Design & Publishing Software,Collaborate Design & Publish,ansys,ansys_workbench,cpe:2.3:a:ansys:ansys_workbench:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ansys:ansys_workbench:*:*:*:*:*:*:*
National Insurance Producer Registry,NIPR,Design & Publishing Software,Collaborate Design & Publish,national_insurance_producer_registry,nipr,cpe:2.3:a:national_insurance_producer_registry:nipr:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:national_insurance_producer_registry:nipr:*:*:*:*:*:*:*
Cadence Design Systems,Cadence,Design & Publishing Software,Collaborate Design & Publish,cadence_design,cadence,cpe:2.3:a:cadence_design:cadence:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cadence_design:cadence:*:*:*:*:*:*:*
Autodesk,Autodesk Revit,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_revit,cpe:2.3:a:autodesk:autodesk_revit:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_revit:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Pagemaker,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_pagemaker,cpe:2.3:a:adobe:adobe_pagemaker:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_pagemaker:*:*:*:*:*:*:*
Bentley,Bentley STAAD,Design & Publishing Software,Collaborate Design & Publish,bentley,bentley_staad,cpe:2.3:a:bentley:bentley_staad:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bentley:bentley_staad:*:*:*:*:*:*:*
Maxon Computer,Maxon Cinema 4D,Design & Publishing Software,Collaborate Design & Publish,maxon_computer,maxon_cinema_4d,cpe:2.3:a:maxon_computer:maxon_cinema_4d:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:maxon_computer:maxon_cinema_4d:*:*:*:*:*:*:*
Siemens,Siemens NX,Design & Publishing Software,Collaborate Design & Publish,siemens,siemens_nx,cpe:2.3:a:siemens:siemens_nx:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:siemens:siemens_nx:*:*:*:*:*:*:*
KeyShot,KeyShot,Design & Publishing Software,Collaborate Design & Publish,keyshot,keyshot,cpe:2.3:a:keyshot:keyshot:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:keyshot:keyshot:*:*:*:*:*:*:*
CNC Software,Mastercam,Design & Publishing Software,Collaborate Design & Publish,cnc,mastercam,cpe:2.3:a:cnc:mastercam:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cnc:mastercam:*:*:*:*:*:*:*
Applied Systems,Applied Systems,Design & Publishing Software,Collaborate Design & Publish,applied,applied,cpe:2.3:a:applied:applied:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:applied:applied:*:*:*:*:*:*:*
Altium,Altium Designer,Design & Publishing Software,Collaborate Design & Publish,altium,altium_designer,cpe:2.3:a:altium:altium_designer:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altium:altium_designer:*:*:*:*:*:*:*
MadCap Software,Madcap,Design & Publishing Software,Collaborate Design & Publish,madcap,madcap,cpe:2.3:a:madcap:madcap:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:madcap:madcap:*:*:*:*:*:*:*
Synopsys,Synopsys,Design & Publishing Software,Collaborate Design & Publish,synopsys,synopsys,cpe:2.3:a:synopsys:synopsys:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:synopsys:synopsys:*:*:*:*:*:*:*
Advantage Software,Advantage Software,Design & Publishing Software,Collaborate Design & Publish,advantage,advantage,cpe:2.3:a:advantage:advantage:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:advantage:advantage:*:*:*:*:*:*:*
Coveo,Coveo,Design & Publishing Software,Collaborate Design & Publish,coveo,coveo,cpe:2.3:a:coveo:coveo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:coveo:coveo:*:*:*:*:*:*:*
Coveo Solutions Inc,Coveo Intelligent Search,Design & Publishing Software,Collaborate Design & Publish,coveo_solutions,coveo_intelligent_search,cpe:2.3:a:coveo_solutions:coveo_intelligent_search:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:coveo_solutions:coveo_intelligent_search:*:*:*:*:*:*:*
Agilent Technologies,Agilent Technologies,Design & Publishing Software,Collaborate Design & Publish,agilent,agilent,cpe:2.3:a:agilent:agilent:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:agilent:agilent:*:*:*:*:*:*:*
Apple,Apple iBooks Author,Design & Publishing Software,Collaborate Design & Publish,apple,apple_ibooks_author,cpe:2.3:a:apple:apple_ibooks_author:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apple:apple_ibooks_author:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Bridge,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_bridge,cpe:2.3:a:adobe:adobe_bridge:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_bridge:*:*:*:*:*:*:*
Maritz,Maritz,Design & Publishing Software,Collaborate Design & Publish,maritz,maritz,cpe:2.3:a:maritz:maritz:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:maritz:maritz:*:*:*:*:*:*:*
Delcam,Delcam,Design & Publishing Software,Collaborate Design & Publish,delcam,delcam,cpe:2.3:a:delcam:delcam:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:delcam:delcam:*:*:*:*:*:*:*
Altair Engineering Inc.,Altair HyperCrash,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_hypercrash,cpe:2.3:a:altair_engineering:altair_hypercrash:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_hypercrash:*:*:*:*:*:*:*
Ancile,Ancile,Design & Publishing Software,Collaborate Design & Publish,ancile,ancile,cpe:2.3:a:ancile:ancile:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ancile:ancile:*:*:*:*:*:*:*
HP Inc.,HP Agile Manager,Design & Publishing Software,Collaborate Design & Publish,hp,hp_agile_manager,cpe:2.3:a:hp:hp_agile_manager:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:hp:hp_agile_manager:*:*:*:*:*:*:*
dSPACE,dSPACE,Design & Publishing Software,Collaborate Design & Publish,dspace,dspace,cpe:2.3:a:dspace:dspace:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dspace:dspace:*:*:*:*:*:*:*
Aspose,Aspose,Design & Publishing Software,Collaborate Design & Publish,aspose,aspose,cpe:2.3:a:aspose:aspose:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:aspose:aspose:*:*:*:*:*:*:*
The Omni Group,OmniGraffle,Design & Publishing Software,Collaborate Design & Publish,the_omni,omnigraffle,cpe:2.3:a:the_omni:omnigraffle:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:the_omni:omnigraffle:*:*:*:*:*:*:*
ESRI,Arc/View,Design & Publishing Software,Collaborate Design & Publish,esri,arc/view,cpe:2.3:a:esri:arc/view:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:esri:arc/view:*:*:*:*:*:*:*
Autodesk,Autodesk Volo View,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_volo_view,cpe:2.3:a:autodesk:autodesk_volo_view:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_volo_view:*:*:*:*:*:*:*
Bentley,Bentley HEC-PACK,Design & Publishing Software,Collaborate Design & Publish,bentley,bentley_hec_pack,cpe:2.3:a:bentley:bentley_hec_pack:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bentley:bentley_hec_pack:*:*:*:*:*:*:*
McNeel,Rhinoceros,Design & Publishing Software,Collaborate Design & Publish,mcneel,rhinoceros,cpe:2.3:a:mcneel:rhinoceros:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:mcneel:rhinoceros:*:*:*:*:*:*:*
McNeel North America,Rhinoceros D,Design & Publishing Software,Collaborate Design & Publish,mcneel_north_america,rhinoceros_d,cpe:2.3:a:mcneel_north_america:rhinoceros_d:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:mcneel_north_america:rhinoceros_d:*:*:*:*:*:*:*
Altair Engineering Inc.,Altair Hyperworks,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_hyperworks,cpe:2.3:a:altair_engineering:altair_hyperworks:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_hyperworks:*:*:*:*:*:*:*
Qiagen,Qiagen Ingenuity Pathway Analysis,Design & Publishing Software,Collaborate Design & Publish,qiagen,qiagen_ingenuity_pathway_analysis,cpe:2.3:a:qiagen:qiagen_ingenuity_pathway_analysis:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:qiagen:qiagen_ingenuity_pathway_analysis:*:*:*:*:*:*:*
Latitude Geographics,Geocortex,Design & Publishing Software,Collaborate Design & Publish,latitude_geographics,geocortex,cpe:2.3:a:latitude_geographics:geocortex:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:latitude_geographics:geocortex:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Presenter,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_presenter,cpe:2.3:a:adobe:adobe_presenter:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_presenter:*:*:*:*:*:*:*
Dassault Systemes,Dassault DraftSight,Design & Publishing Software,Collaborate Design & Publish,dassault_systemes,dassault_draftsight,cpe:2.3:a:dassault_systemes:dassault_draftsight:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dassault_systemes:dassault_draftsight:*:*:*:*:*:*:*
Questionmark,Questionmark,Design & Publishing Software,Collaborate Design & Publish,questionmark,questionmark,cpe:2.3:a:questionmark:questionmark:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:questionmark:questionmark:*:*:*:*:*:*:*
Bentley,Bentley gINT,Design & Publishing Software,Collaborate Design & Publish,bentley,bentley_gint,cpe:2.3:a:bentley:bentley_gint:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bentley:bentley_gint:*:*:*:*:*:*:*
Accenture,Accenture Duck Creek,Design & Publishing Software,Collaborate Design & Publish,accenture,accenture_duck_creek,cpe:2.3:a:accenture:accenture_duck_creek:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:accenture:accenture_duck_creek:*:*:*:*:*:*:*
