VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,cpe_match_string,nvd_api_url
Tekla,Tekla,Design & Publishing Software,Collaborate Design & Publish,tekla,tekla,cpe:2.3:a:tekla:tekla:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:tekla:tekla:*:*:*:*:*:*:*
Carlson Software,Carlson Software,Design & Publishing Software,Collaborate Design & Publish,carlson,carlson,cpe:2.3:a:carlson:carlson:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:carlson:carlson:*:*:*:*:*:*:*
Landmark Software,GeoProbe,Design & Publishing Software,Collaborate Design & Publish,landmark,geoprobe,cpe:2.3:a:landmark:geoprobe:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:landmark:geoprobe:*:*:*:*:*:*:*
Oracle,Oracle Utilities LodeStar,Design & Publishing Software,Collaborate Design & Publish,oracle,oracle_utilities_lodestar,cpe:2.3:a:oracle:oracle_utilities_lodestar:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:oracle:oracle_utilities_lodestar:*:*:*:*:*:*:*
Altium,Allegro,Design & Publishing Software,Collaborate Design & Publish,altium,allegro,cpe:2.3:a:altium:allegro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altium:allegro:*:*:*:*:*:*:*
MSC Software,PATRAN,Design & Publishing Software,Collaborate Design & Publish,msc,patran,cpe:2.3:a:msc:patran:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:msc:patran:*:*:*:*:*:*:*
Accela,Accela,Design & Publishing Software,Collaborate Design & Publish,accela,accela,cpe:2.3:a:accela:accela:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:accela:accela:*:*:*:*:*:*:*
Innovyze,Innovyze,Design & Publishing Software,Collaborate Design & Publish,innovyze,innovyze,cpe:2.3:a:innovyze:innovyze:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:innovyze:innovyze:*:*:*:*:*:*:*
Sony,Sony Vegas Pro,Design & Publishing Software,Collaborate Design & Publish,sony,sony_vegas_pro,cpe:2.3:a:sony:sony_vegas_pro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sony:sony_vegas_pro:*:*:*:*:*:*:*
Swiftype Inc,Swiftype,Design & Publishing Software,Collaborate Design & Publish,swiftype,swiftype,cpe:2.3:a:swiftype:swiftype:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:swiftype:swiftype:*:*:*:*:*:*:*
Novell,Novell GroupWise 6,Design & Publishing Software,Collaborate Design & Publish,novell,novell_groupwise_6,cpe:2.3:a:novell:novell_groupwise_6:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:novell:novell_groupwise_6:*:*:*:*:*:*:*
Blue Marble,Blue Marble Global Mapper,Design & Publishing Software,Collaborate Design & Publish,blue_marble,blue_marble_global_mapper,cpe:2.3:a:blue_marble:blue_marble_global_mapper:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:blue_marble:blue_marble_global_mapper:*:*:*:*:*:*:*
Novell,Novell GroupWise 8,Design & Publishing Software,Collaborate Design & Publish,novell,novell_groupwise_8,cpe:2.3:a:novell:novell_groupwise_8:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:novell:novell_groupwise_8:*:*:*:*:*:*:*
EZLynx,EZLynx,Design & Publishing Software,Collaborate Design & Publish,ezlynx,ezlynx,cpe:2.3:a:ezlynx:ezlynx:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ezlynx:ezlynx:*:*:*:*:*:*:*
LucidWorks,LucidWorks,Design & Publishing Software,Collaborate Design & Publish,lucidworks,lucidworks,cpe:2.3:a:lucidworks:lucidworks:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lucidworks:lucidworks:*:*:*:*:*:*:*
Corel,Corel PaintShop Pro,Design & Publishing Software,Collaborate Design & Publish,corel,corel_paintshop_pro,cpe:2.3:a:corel:corel_paintshop_pro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:corel:corel_paintshop_pro:*:*:*:*:*:*:*
Altair Engineering Inc.,Altair HyperView,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_hyperview,cpe:2.3:a:altair_engineering:altair_hyperview:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_hyperview:*:*:*:*:*:*:*
IBM,Cognos Visualizer,Design & Publishing Software,Collaborate Design & Publish,ibm,cognos_visualizer,cpe:2.3:a:ibm:cognos_visualizer:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ibm:cognos_visualizer:*:*:*:*:*:*:*
Altair Engineering Inc.,Altair OptiStruct,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_optistruct,cpe:2.3:a:altair_engineering:altair_optistruct:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_optistruct:*:*:*:*:*:*:*
Audatex,Audatex,Design & Publishing Software,Collaborate Design & Publish,audatex,audatex,cpe:2.3:a:audatex:audatex:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:audatex:audatex:*:*:*:*:*:*:*
SpaceClaim,SpaceClaim,Design & Publishing Software,Collaborate Design & Publish,spaceclaim,spaceclaim,cpe:2.3:a:spaceclaim:spaceclaim:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:spaceclaim:spaceclaim:*:*:*:*:*:*:*
SmartDraw,SmartDraw,Design & Publishing Software,Collaborate Design & Publish,smartdraw,smartdraw,cpe:2.3:a:smartdraw:smartdraw:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:smartdraw:smartdraw:*:*:*:*:*:*:*
Zuken,Zuken,Design & Publishing Software,Collaborate Design & Publish,zuken,zuken,cpe:2.3:a:zuken:zuken:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:zuken:zuken:*:*:*:*:*:*:*
IBM,IBM Watson Explorer,Design & Publishing Software,Collaborate Design & Publish,ibm,ibm_watson_explorer,cpe:2.3:a:ibm:ibm_watson_explorer:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ibm:ibm_watson_explorer:*:*:*:*:*:*:*
Bentley,GEOPAK Civil Engineering Suite,Design & Publishing Software,Collaborate Design & Publish,bentley,geopak_civil_engineering_suite,cpe:2.3:a:bentley:geopak_civil_engineering_suite:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bentley:geopak_civil_engineering_suite:*:*:*:*:*:*:*
Corel,Corel Wordperfect Office,Design & Publishing Software,Collaborate Design & Publish,corel,corel_wordperfect_office,cpe:2.3:a:corel:corel_wordperfect_office:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:corel:corel_wordperfect_office:*:*:*:*:*:*:*
Apple,Apple Pages,Design & Publishing Software,Collaborate Design & Publish,apple,apple_pages,cpe:2.3:a:apple:apple_pages:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apple:apple_pages:*:*:*:*:*:*:*
3D-Coat,3D-Coat,Design & Publishing Software,Collaborate Design & Publish,3d_coat,3d_coat,cpe:2.3:a:3d_coat:3d_coat:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:3d_coat:3d_coat:*:*:*:*:*:*:*
Novell,Novell GroupWise 7,Design & Publishing Software,Collaborate Design & Publish,novell,novell_groupwise_7,cpe:2.3:a:novell:novell_groupwise_7:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:novell:novell_groupwise_7:*:*:*:*:*:*:*
PTC,Pro/ENGINEER Wildfire,Design & Publishing Software,Collaborate Design & Publish,ptc,pro/engineer_wildfire,cpe:2.3:a:ptc:pro/engineer_wildfire:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ptc:pro/engineer_wildfire:*:*:*:*:*:*:*
Qarbon,Viewlet,Design & Publishing Software,Collaborate Design & Publish,qarbon,viewlet,cpe:2.3:a:qarbon:viewlet:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:qarbon:viewlet:*:*:*:*:*:*:*
ESRI,ArcIMS,Design & Publishing Software,Collaborate Design & Publish,esri,arcims,cpe:2.3:a:esri:arcims:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:esri:arcims:*:*:*:*:*:*:*
Paradigm,Paradigm,Design & Publishing Software,Collaborate Design & Publish,paradigm,paradigm,cpe:2.3:a:paradigm:paradigm:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:paradigm:paradigm:*:*:*:*:*:*:*
Red Hat,JBoss Enterprise SOA Platform,Design & Publishing Software,Collaborate Design & Publish,red_hat,jboss_enterprise_soa_platform,cpe:2.3:a:red_hat:jboss_enterprise_soa_platform:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:red_hat:jboss_enterprise_soa_platform:*:*:*:*:*:*:*
Biscom,Biscom,Design & Publishing Software,Collaborate Design & Publish,biscom,biscom,cpe:2.3:a:biscom:biscom:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:biscom:biscom:*:*:*:*:*:*:*
Oracle,Oracle InQuira,Design & Publishing Software,Collaborate Design & Publish,oracle,oracle_inquira,cpe:2.3:a:oracle:oracle_inquira:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:oracle:oracle_inquira:*:*:*:*:*:*:*
Artisteer,Artisteer,Design & Publishing Software,Collaborate Design & Publish,artisteer,artisteer,cpe:2.3:a:artisteer:artisteer:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:artisteer:artisteer:*:*:*:*:*:*:*
IBM,IBM Lotus Symphony,Design & Publishing Software,Collaborate Design & Publish,ibm,ibm_lotus_symphony,cpe:2.3:a:ibm:ibm_lotus_symphony:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ibm:ibm_lotus_symphony:*:*:*:*:*:*:*
SAP,SAP Application Management Services (AMS),Design & Publishing Software,Collaborate Design & Publish,sap,sap_application_management_services_(ams),cpe:2.3:a:sap:sap_application_management_services_(ams):*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sap:sap_application_management_services_(ams):*:*:*:*:*:*:*
OptiTex International,OptiTex,Design & Publishing Software,Collaborate Design & Publish,optitex_international,optitex,cpe:2.3:a:optitex_international:optitex:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:optitex_international:optitex:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Contribute,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_contribute,cpe:2.3:a:adobe:adobe_contribute:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_contribute:*:*:*:*:*:*:*
Altova,Altova MapForce,Design & Publishing Software,Collaborate Design & Publish,altova,altova_mapforce,cpe:2.3:a:altova:altova_mapforce:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altova:altova_mapforce:*:*:*:*:*:*:*
IMSI,IMSI,Design & Publishing Software,Collaborate Design & Publish,imsi,imsi,cpe:2.3:a:imsi:imsi:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:imsi:imsi:*:*:*:*:*:*:*
Topsy,Topsy,Design & Publishing Software,Collaborate Design & Publish,topsy,topsy,cpe:2.3:a:topsy:topsy:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:topsy:topsy:*:*:*:*:*:*:*
Nitro PDF,Nitro PDF,Design & Publishing Software,Collaborate Design & Publish,nitro_pdf,nitro_pdf,cpe:2.3:a:nitro_pdf:nitro_pdf:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:nitro_pdf:nitro_pdf:*:*:*:*:*:*:*
Qarbon,Qarbon,Design & Publishing Software,Collaborate Design & Publish,qarbon,qarbon,cpe:2.3:a:qarbon:qarbon:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:qarbon:qarbon:*:*:*:*:*:*:*
ClearSlide,SlideRocket,Design & Publishing Software,Collaborate Design & Publish,clearslide,sliderocket,cpe:2.3:a:clearslide:sliderocket:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:clearslide:sliderocket:*:*:*:*:*:*:*
Red Giant,Red Giant,Design & Publishing Software,Collaborate Design & Publish,red_giant,red_giant,cpe:2.3:a:red_giant:red_giant:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:red_giant:red_giant:*:*:*:*:*:*:*
Apple,Apple iLife,Design & Publishing Software,Collaborate Design & Publish,apple,apple_ilife,cpe:2.3:a:apple:apple_ilife:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apple:apple_ilife:*:*:*:*:*:*:*
CNC Software,CNC Software,Design & Publishing Software,Collaborate Design & Publish,cnc,cnc,cpe:2.3:a:cnc:cnc:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cnc:cnc:*:*:*:*:*:*:*
BA Insight,BA Insight,Design & Publishing Software,Collaborate Design & Publish,ba_insight,ba_insight,cpe:2.3:a:ba_insight:ba_insight:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ba_insight:ba_insight:*:*:*:*:*:*:*
Dassault Systemes,Dassault Dymola,Design & Publishing Software,Collaborate Design & Publish,dassault_systemes,dassault_dymola,cpe:2.3:a:dassault_systemes:dassault_dymola:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dassault_systemes:dassault_dymola:*:*:*:*:*:*:*
Oracle,Taleo Learn,Design & Publishing Software,Collaborate Design & Publish,oracle,taleo_learn,cpe:2.3:a:oracle:taleo_learn:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:oracle:taleo_learn:*:*:*:*:*:*:*
SAS,SAS/ASSIST,Design & Publishing Software,Collaborate Design & Publish,sas,sas/assist,cpe:2.3:a:sas:sas/assist:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sas:sas/assist:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Digital Publishing Suite,Design & Publishing Software,Collaborate Design & Publish,adobe,adobe_digital_publishing_suite,cpe:2.3:a:adobe:adobe_digital_publishing_suite:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_digital_publishing_suite:*:*:*:*:*:*:*
Zywave,Zywave,Design & Publishing Software,Collaborate Design & Publish,zywave,zywave,cpe:2.3:a:zywave:zywave:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:zywave:zywave:*:*:*:*:*:*:*
Oracle,PeopleSoft Enterprise Learning Management (ELM),Design & Publishing Software,Collaborate Design & Publish,oracle,peoplesoft_enterprise_learning_management_(elm),cpe:2.3:a:oracle:peoplesoft_enterprise_learning_management_(elm):*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:oracle:peoplesoft_enterprise_learning_management_(elm):*:*:*:*:*:*:*
Altair Engineering Inc.,Altair SimLab,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_simlab,cpe:2.3:a:altair_engineering:altair_simlab:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_simlab:*:*:*:*:*:*:*
HawkSoft,HawkSoft,Design & Publishing Software,Collaborate Design & Publish,hawksoft,hawksoft,cpe:2.3:a:hawksoft:hawksoft:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:hawksoft:hawksoft:*:*:*:*:*:*:*
Schlumberger,Schlumberger Eclipse,Design & Publishing Software,Collaborate Design & Publish,schlumberger,schlumberger_eclipse,cpe:2.3:a:schlumberger:schlumberger_eclipse:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:schlumberger:schlumberger_eclipse:*:*:*:*:*:*:*
Accelrys,Accelrys,Design & Publishing Software,Collaborate Design & Publish,accelrys,accelrys,cpe:2.3:a:accelrys:accelrys:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:accelrys:accelrys:*:*:*:*:*:*:*
Apple,Apple Numbers,Design & Publishing Software,Collaborate Design & Publish,apple,apple_numbers,cpe:2.3:a:apple:apple_numbers:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apple:apple_numbers:*:*:*:*:*:*:*
SAP,SAP for Mining,Design & Publishing Software,Collaborate Design & Publish,sap,sap_for_mining,cpe:2.3:a:sap:sap_for_mining:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sap:sap_for_mining:*:*:*:*:*:*:*
Autodesk,Autodesk Alias,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_alias,cpe:2.3:a:autodesk:autodesk_alias:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_alias:*:*:*:*:*:*:*
Apian Software,SurveyPro,Design & Publishing Software,Collaborate Design & Publish,apian,surveypro,cpe:2.3:a:apian:surveypro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:apian:surveypro:*:*:*:*:*:*:*
Siemens,Siemens Teamcenter Visualization,Design & Publishing Software,Collaborate Design & Publish,siemens,siemens_teamcenter_visualization,cpe:2.3:a:siemens:siemens_teamcenter_visualization:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:siemens:siemens_teamcenter_visualization:*:*:*:*:*:*:*
Autodesk,Autodesk Flame,Design & Publishing Software,Collaborate Design & Publish,autodesk,autodesk_flame,cpe:2.3:a:autodesk:autodesk_flame:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:autodesk:autodesk_flame:*:*:*:*:*:*:*
Cooper Power Systems,CYME,Design & Publishing Software,Collaborate Design & Publish,cooper_power,cyme,cpe:2.3:a:cooper_power:cyme:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cooper_power:cyme:*:*:*:*:*:*:*
Altair Engineering Inc.,Altair RADIOSS,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_radioss,cpe:2.3:a:altair_engineering:altair_radioss:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_radioss:*:*:*:*:*:*:*
Globoforce,Globoforce,Design & Publishing Software,Collaborate Design & Publish,globoforce,globoforce,cpe:2.3:a:globoforce:globoforce:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:globoforce:globoforce:*:*:*:*:*:*:*
Celartem Inc.,Extensis,Design & Publishing Software,Collaborate Design & Publish,celartem,extensis,cpe:2.3:a:celartem:extensis:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:celartem:extensis:*:*:*:*:*:*:*
Attivio,Attivio,Design & Publishing Software,Collaborate Design & Publish,attivio,attivio,cpe:2.3:a:attivio:attivio:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:attivio:attivio:*:*:*:*:*:*:*
Altair Engineering Inc.,Altair HyperStudy,Design & Publishing Software,Collaborate Design & Publish,altair_engineering,altair_hyperstudy,cpe:2.3:a:altair_engineering:altair_hyperstudy:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:altair_engineering:altair_hyperstudy:*:*:*:*:*:*:*
XDimensional,XDimensional,Design & Publishing Software,Collaborate Design & Publish,xdimensional,xdimensional,cpe:2.3:a:xdimensional:xdimensional:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:xdimensional:xdimensional:*:*:*:*:*:*:*
MajescoMastek,MajescoMastek,Design & Publishing Software,Collaborate Design & Publish,majescomastek,majescomastek,cpe:2.3:a:majescomastek:majescomastek:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:majescomastek:majescomastek:*:*:*:*:*:*:*
SolidCAM,SolidCAM,Design & Publishing Software,Collaborate Design & Publish,solidcam,solidcam,cpe:2.3:a:solidcam:solidcam:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:solidcam:solidcam:*:*:*:*:*:*:*
Oracle,Oracle AutoVue,Design & Publishing Software,Collaborate Design & Publish,oracle,oracle_autovue,cpe:2.3:a:oracle:oracle_autovue:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:oracle:oracle_autovue:*:*:*:*:*:*:*
Insurity,Insurity,Design & Publishing Software,Collaborate Design & Publish,insurity,insurity,cpe:2.3:a:insurity:insurity:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:insurity:insurity:*:*:*:*:*:*:*
Silvaco,Silvaco,Design & Publishing Software,Collaborate Design & Publish,silvaco,silvaco,cpe:2.3:a:silvaco:silvaco:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:silvaco:silvaco:*:*:*:*:*:*:*
JIDE Software,JIDE,Design & Publishing Software,Collaborate Design & Publish,jide,jide,cpe:2.3:a:jide:jide:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:jide:jide:*:*:*:*:*:*:*
Dassault Systemes,Dassault 3DVIA,Design & Publishing Software,Collaborate Design & Publish,dassault_systemes,dassault_3dvia,cpe:2.3:a:dassault_systemes:dassault_3dvia:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dassault_systemes:dassault_3dvia:*:*:*:*:*:*:*
Media Cybernetics,ImagePro,Design & Publishing Software,Collaborate Design & Publish,media_cybernetics,imagepro,cpe:2.3:a:media_cybernetics:imagepro:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:media_cybernetics:imagepro:*:*:*:*:*:*:*
Micro Focus,Micro Focus IDOL,Design & Publishing Software,Collaborate Design & Publish,micro_focus,micro_focus_idol,cpe:2.3:a:micro_focus:micro_focus_idol:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:micro_focus:micro_focus_idol:*:*:*:*:*:*:*
