VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,total_cves,total_available_in_nvd,critical,high,medium,low,match_method
VisitorTrack,VisitorTrack,Business Intelligence,Data Management Business Intelligence & Analytics,visitortrack,visitortrack,0,0,0,0,0,0,keyword_vendor_product
Cloud9,Cloud9,Business Intelligence,Data Management Business Intelligence & Analytics,cloud9,cloud9,0,0,0,0,0,0,keyword_vendor_product
Jedox,Jedox Suite,Business Intelligence,Data Management Business Intelligence & Analytics,jedox,jedox_suite,0,0,0,0,0,0,keyword_vendor_product
6sense,6sense,Business Intelligence,Data Management Business Intelligence & Analytics,6sense,6sense,0,0,0,0,0,0,keyword_vendor_product
6sense,BI-SOFTWARE,Business Intelligence,Data Management Business Intelligence & Analytics,6sense,bi_software,0,0,0,0,0,0,keyword_product_only
Teradata,Teradata Analytics Platform,Business Intelligence,Data Management Business Intelligence & Analytics,teradata,teradata_analytics_platform,0,0,0,0,0,0,keyword_vendor_product
Atscale Inc,AtScale,Business Intelligence,Data Management Business Intelligence & Analytics,atscale,atscale,0,0,0,0,0,0,keyword_product_only
IBM,IBM InfoSphere Information Server,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,ibm_infosphere_information_server,199,199,6,41,127,25,keyword_vendor_product
SAP,SAP Crystal Server,Business Intelligence,Data Management Business Intelligence & Analytics,sap,sap_crystal_server,6,6,1,3,2,0,keyword_vendor_product
Kofax,Kofax Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,kofax,kofax_analytics,0,0,0,0,0,0,keyword_vendor_product
Birst,Birst,Business Intelligence,Data Management Business Intelligence & Analytics,birst,birst,1,1,0,1,0,0,keyword_vendor_product
Birst,Business Intelligence,Business Intelligence,Data Management Business Intelligence & Analytics,birst,business_intelligence,292,292,29,70,171,20,keyword_product_only
IBM,Cognos ReportNet,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,cognos_reportnet,0,0,0,0,0,0,keyword_product_only
Angoss,Angoss KnowledgeSEEKER,Business Intelligence,Data Management Business Intelligence & Analytics,angoss,angoss_knowledgeseeker,0,0,0,0,0,0,keyword_vendor_product
Ataccama,Ataccama,Business Intelligence,Data Management Business Intelligence & Analytics,ataccama,ataccama,0,0,0,0,0,0,keyword_vendor_product
CA Technologies,CA Dispatch,Business Intelligence,Data Management Business Intelligence & Analytics,ca,ca_dispatch,82,82,3,31,43,1,keyword_product_only
Paxata Inc,Paxata,Business Intelligence,Data Management Business Intelligence & Analytics,paxata,paxata,0,0,0,0,0,0,keyword_product_only
Datawatch Corporation,Datawatch,Business Intelligence,Data Management Business Intelligence & Analytics,datawatch_corporation,datawatch,0,0,0,0,0,0,keyword_product_only
Datawatch Corporation,Datawatch Monarch,Business Intelligence,Data Management Business Intelligence & Analytics,datawatch_corporation,datawatch_monarch,0,0,0,0,0,0,keyword_product_only
Angoss,Angoss KnowledgeSTUDIO,Business Intelligence,Data Management Business Intelligence & Analytics,angoss,angoss_knowledgestudio,0,0,0,0,0,0,keyword_vendor_product
Dundas Data Visualization,Dundas Data Visualization,Business Intelligence,Data Management Business Intelligence & Analytics,dundas_data_visualization,dundas_data_visualization,0,0,0,0,0,0,keyword_vendor_product
BorderFree,BorderFree,Business Intelligence,Data Management Business Intelligence & Analytics,borderfree,borderfree,0,0,0,0,0,0,keyword_vendor_product
Lavastorm Analytics Inc,Lavastorm,Business Intelligence,Data Management Business Intelligence & Analytics,lavastorm_analytics,lavastorm,0,0,0,0,0,0,keyword_product_only
CB Information Services Inc.,CB Insights,Business Intelligence,Data Management Business Intelligence & Analytics,cb_information_services,cb_insights,0,0,0,0,0,0,keyword_product_only
CA Technologies,CA Deliver,Business Intelligence,Data Management Business Intelligence & Analytics,ca,ca_deliver,2,2,0,1,0,0,keyword_vendor_product
Pitney Bowes Software,Sagent Data Flow,Business Intelligence,Data Management Business Intelligence & Analytics,pitney_bowes,sagent_data_flow,0,0,0,0,0,0,keyword_product_only
Keen Labs Inc,Keen IO,Business Intelligence,Data Management Business Intelligence & Analytics,keen_labs,keen_io,0,0,0,0,0,0,keyword_product_only
SAS,SAS/GRAPH,Business Intelligence,Data Management Business Intelligence & Analytics,sas,sas/graph,0,0,0,0,0,0,keyword_vendor_product
Dassault Systemes,Dassault EXALEAD,Business Intelligence,Data Management Business Intelligence & Analytics,dassault_systemes,dassault_exalead,0,0,0,0,0,0,keyword_product_only
Appier Inc.,Appier,Business Intelligence,Data Management Business Intelligence & Analytics,appier,appier,0,0,0,0,0,0,keyword_product_only
SRS,SRS ReportSmith,Business Intelligence,Data Management Business Intelligence & Analytics,srs,srs_reportsmith,0,0,0,0,0,0,keyword_vendor_product
IBM,IBM Watson Studio,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,ibm_watson_studio,5,5,0,0,5,0,keyword_vendor_product
IBM,IBM Watson Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,ibm_watson_analytics,0,0,0,0,0,0,keyword_vendor_product
Mu Sigma Inc.,Mu Sigma,Business Intelligence,Data Management Business Intelligence & Analytics,mu_sigma,mu_sigma,0,0,0,0,0,0,keyword_product_only
GoodData,GoodData,Business Intelligence,Data Management Business Intelligence & Analytics,gooddata,gooddata,0,0,0,0,0,0,keyword_vendor_product
SAP,Sybase InfoMaker,Business Intelligence,Data Management Business Intelligence & Analytics,sap,sybase_infomaker,0,0,0,0,0,0,keyword_product_only
CA Technologies,CA Earl,Business Intelligence,Data Management Business Intelligence & Analytics,ca,ca_earl,6,6,1,2,3,0,keyword_vendor_product
SAP,SAP Crystal Dashboard,Business Intelligence,Data Management Business Intelligence & Analytics,sap,sap_crystal_dashboard,0,0,0,0,0,0,keyword_vendor_product
Yellowfin,YellowFin,Business Intelligence,Data Management Business Intelligence & Analytics,yellowfin,yellowfin,6,6,1,2,3,0,keyword_vendor_product
Informatica,Informatica RulePoint,Business Intelligence,Data Management Business Intelligence & Analytics,informatica,informatica_rulepoint,0,0,0,0,0,0,keyword_vendor_product
Statacorp Lp,Stata,Business Intelligence,Data Management Business Intelligence & Analytics,statacorp_lp,stata,15,15,1,7,5,2,keyword_product_only
Pyramid Analytics,Pyramid Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,pyramid_analytics,pyramid_analytics,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle Enterprise Data Quality,Business Intelligence,Data Management Business Intelligence & Analytics,oracle,oracle_enterprise_data_quality,4,4,0,4,0,0,keyword_vendor_product
Roambi,Roambi,Business Intelligence,Data Management Business Intelligence & Analytics,roambi,roambi,0,0,0,0,0,0,keyword_vendor_product
Panjiva Inc,Panjiva,Business Intelligence,Data Management Business Intelligence & Analytics,panjiva,panjiva,0,0,0,0,0,0,keyword_product_only
PEGA,Pega Decision Management,Business Intelligence,Data Management Business Intelligence & Analytics,pega,pega_decision_management,0,0,0,0,0,0,keyword_vendor_product
Silvon Software Inc.,Silvon,Business Intelligence,Data Management Business Intelligence & Analytics,silvon,silvon,0,0,0,0,0,0,keyword_product_only
SAP,SAP Crystal,Business Intelligence,Data Management Business Intelligence & Analytics,sap,sap_crystal,15,15,3,7,5,0,keyword_vendor_product
SAP,SAP Crystal Solutions,Business Intelligence,Data Management Business Intelligence & Analytics,sap,sap_crystal_solutions,0,0,0,0,0,0,keyword_vendor_product
ProfitWell,Profitwell,Business Intelligence,Data Management Business Intelligence & Analytics,profitwell,profitwell,0,0,0,0,0,0,keyword_vendor_product
Progress Software,Progress Apama,Business Intelligence,Data Management Business Intelligence & Analytics,progress,progress_apama,0,0,0,0,0,0,keyword_product_only
Logi Analytics,LogiXML,Business Intelligence,Data Management Business Intelligence & Analytics,logi_analytics,logixml,0,0,0,0,0,0,keyword_product_only
Geckoboard,Geckoboard,Business Intelligence,Data Management Business Intelligence & Analytics,geckoboard,geckoboard,0,0,0,0,0,0,keyword_vendor_product
SAS,SAS/AF,Business Intelligence,Data Management Business Intelligence & Analytics,sas,sas/af,0,0,0,0,0,0,keyword_vendor_product
Dimensional Insight,Dimensional Insight,Business Intelligence,Data Management Business Intelligence & Analytics,dimensional_insight,dimensional_insight,0,0,0,0,0,0,keyword_vendor_product
Pitney Bowes Software,Pitney Bowes Spectrum Technology Platform,Business Intelligence,Data Management Business Intelligence & Analytics,pitney_bowes,pitney_bowes_spectrum_technology_platform,0,0,0,0,0,0,keyword_product_only
Domino Data Lab Inc,Domino Data Lab,Business Intelligence,Data Management Business Intelligence & Analytics,domino_data_lab,domino_data_lab,0,0,0,0,0,0,keyword_product_only
Infor,Lawson Business Intelligence,Business Intelligence,Data Management Business Intelligence & Analytics,infor,lawson_business_intelligence,0,0,0,0,0,0,keyword_product_only
Klipfolio Inc.,Klipfolio,Business Intelligence,Data Management Business Intelligence & Analytics,klipfolio,klipfolio,0,0,0,0,0,0,keyword_product_only
InsightSquared,InsightSquared,Business Intelligence,Data Management Business Intelligence & Analytics,insightsquared,insightsquared,0,0,0,0,0,0,keyword_vendor_product
Ephesoft Inc.,Ephesoft,Business Intelligence,Data Management Business Intelligence & Analytics,ephesoft,ephesoft,0,0,0,0,0,0,keyword_product_only
Tibco,Alpine Data,Business Intelligence,Data Management Business Intelligence & Analytics,tibco,alpine_data,12,12,1,9,2,0,keyword_product_only
Actian,Actian Matrix,Business Intelligence,Data Management Business Intelligence & Analytics,actian,actian_matrix,1,1,0,0,1,0,keyword_vendor_product
Progress Software,Progress Corticon,Business Intelligence,Data Management Business Intelligence & Analytics,progress,progress_corticon,0,0,0,0,0,0,keyword_product_only
EverString Technology Inc,Everstring,Business Intelligence,Data Management Business Intelligence & Analytics,everstring_technology,everstring,0,0,0,0,0,0,keyword_product_only
SAS,SAS Office Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,sas,sas_office_analytics,0,0,0,0,0,0,keyword_vendor_product
Digital Reasoning Systems In,Digital Reasoning,Business Intelligence,Data Management Business Intelligence & Analytics,digital_reasoning_systems_in,digital_reasoning,0,0,0,0,0,0,keyword_product_only
Ayasdi Inc,Ayasdi,Business Intelligence,Data Management Business Intelligence & Analytics,ayasdi,ayasdi,0,0,0,0,0,0,keyword_product_only
ProfitSword LLC,ProfitSword,Business Intelligence,Data Management Business Intelligence & Analytics,profitsword,profitsword,0,0,0,0,0,0,keyword_product_only
Sinequa,Sinequa,Business Intelligence,Data Management Business Intelligence & Analytics,sinequa,sinequa,0,0,0,0,0,0,keyword_vendor_product
IBM,Cognos Express,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,cognos_express,4,4,0,1,3,0,virtualMatchString
Microsoft,Microsoft Cortana Intelligence,Business Intelligence,Data Management Business Intelligence & Analytics,microsoft,microsoft_cortana_intelligence,0,0,0,0,0,0,keyword_vendor_product
Chartio,Chartio,Business Intelligence,Data Management Business Intelligence & Analytics,chartio,chartio,0,0,0,0,0,0,keyword_vendor_product
ARCADIA DATA Inc.,Arcadia Data,Business Intelligence,Data Management Business Intelligence & Analytics,arcadia_data,arcadia_data,0,0,0,0,0,0,keyword_product_only
Periscope Inc.,Periscope Data,Business Intelligence,Data Management Business Intelligence & Analytics,periscope,periscope_data,0,0,0,0,0,0,keyword_product_only
Fair Isaac Corporation,FICO Model Builder,Business Intelligence,Data Management Business Intelligence & Analytics,fair_isaac_corporation,fico_model_builder,0,0,0,0,0,0,keyword_product_only
The Apache Software Foundation,Apache MADlib,Business Intelligence,Data Management Business Intelligence & Analytics,the_apache_software_foundation,apache_madlib,0,0,0,0,0,0,keyword_product_only
BizNet Software Inc.,BizNet,Business Intelligence,Data Management Business Intelligence & Analytics,biznet,biznet,0,0,0,0,0,0,keyword_product_only
SAS,SAS Customer Intelligence 360,Business Intelligence,Data Management Business Intelligence & Analytics,sas,sas_customer_intelligence_360,0,0,0,0,0,0,keyword_vendor_product
Izenda,Izenda,Business Intelligence,Data Management Business Intelligence & Analytics,izenda,izenda,0,0,0,0,0,0,keyword_vendor_product
arcplan,arcplan,Business Intelligence,Data Management Business Intelligence & Analytics,arcplan,arcplan,0,0,0,0,0,0,keyword_vendor_product
DashThis,DashThis,Business Intelligence,Data Management Business Intelligence & Analytics,dashthis,dashthis,0,0,0,0,0,0,keyword_vendor_product
Augur,Augur,Business Intelligence,Data Management Business Intelligence & Analytics,augur,augur,0,0,0,0,0,0,keyword_vendor_product
i-nexus,i-nexus,Business Intelligence,Data Management Business Intelligence & Analytics,i_nexus,i_nexus,0,0,0,0,0,0,keyword_vendor_product
StreamBase,StreamBase,Business Intelligence,Data Management Business Intelligence & Analytics,streambase,streambase,0,0,0,0,0,0,keyword_vendor_product
InetSoft Technology,InetSoft,Business Intelligence,Data Management Business Intelligence & Analytics,inetsoft_technology,inetsoft,0,0,0,0,0,0,keyword_product_only
Panorama Software,NovaView,Business Intelligence,Data Management Business Intelligence & Analytics,panorama,novaview,0,0,0,0,0,0,keyword_product_only
Megaputer Intelligence Inc,Megaputer PolyAnalyst,Business Intelligence,Data Management Business Intelligence & Analytics,megaputer_intelligence,megaputer_polyanalyst,0,0,0,0,0,0,keyword_product_only
Entrinsik,Entrinsik Informer,Business Intelligence,Data Management Business Intelligence & Analytics,entrinsik,entrinsik_informer,1,1,0,0,0,1,keyword_vendor_product
Phocas UK Limited,Phocas,Business Intelligence,Data Management Business Intelligence & Analytics,phocas_uk_limited,phocas,0,0,0,0,0,0,keyword_product_only
Oracle,SuiteAnalytics,Business Intelligence,Data Management Business Intelligence & Analytics,oracle,suiteanalytics,0,0,0,0,0,0,keyword_product_only
Radius Intelligence Inc.,Radius,Business Intelligence,Data Management Business Intelligence & Analytics,radius_intelligence,radius,184,184,17,66,93,5,keyword_product_only
Actian,Actian Vector,Business Intelligence,Data Management Business Intelligence & Analytics,actian,actian_vector,0,0,0,0,0,0,keyword_vendor_product
Oracle,GlblConsolid,Business Intelligence,Data Management Business Intelligence & Analytics,oracle,glblconsolid,0,0,0,0,0,0,keyword_product_only
SAP Ariba,Ariba Discovery,Business Intelligence,Data Management Business Intelligence & Analytics,sap_ariba,ariba_discovery,0,0,0,0,0,0,keyword_product_only
Kapow Software,Kapow Software,Business Intelligence,Data Management Business Intelligence & Analytics,kapow,kapow,0,0,0,0,0,0,keyword_vendor_product
Zoho Corporation,Zoho Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,zoho_corporation,zoho_analytics,9,9,3,5,1,0,keyword_product_only
Quid Inc,Quid,Business Intelligence,Data Management Business Intelligence & Analytics,quid,quid,11,11,0,7,3,1,keyword_product_only
Exago Incorporated,Exago,Business Intelligence,Data Management Business Intelligence & Analytics,exago_incorporated,exago,1,1,0,1,0,0,keyword_product_only
Jethro,Jethro,Business Intelligence,Data Management Business Intelligence & Analytics,jethro,jethro,0,0,0,0,0,0,keyword_vendor_product
Star Analytics,Star Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,star_analytics,star_analytics,13,13,2,6,4,1,keyword_vendor_product
ONVIA Inc.,Onvia,Business Intelligence,Data Management Business Intelligence & Analytics,onvia,onvia,0,0,0,0,0,0,keyword_product_only
ASG Software,ASG Software,Business Intelligence,Data Management Business Intelligence & Analytics,asg,asg,2,2,1,1,0,0,keyword_vendor_product
IBM,IBM Tivoli Output Manager,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,ibm_tivoli_output_manager,5,5,0,1,2,2,keyword_vendor_product
Zendesk,BIME,Business Intelligence,Data Management Business Intelligence & Analytics,zendesk,bime,0,0,0,0,0,0,keyword_product_only
Guavus,Guavus,Business Intelligence,Data Management Business Intelligence & Analytics,guavus,guavus,0,0,0,0,0,0,keyword_vendor_product
Turi,Turi,Business Intelligence,Data Management Business Intelligence & Analytics,turi,turi,8,8,3,3,2,0,keyword_vendor_product
Targit A/s,Targit Decision Suite,Business Intelligence,Data Management Business Intelligence & Analytics,targit_a/s,targit_decision_suite,2,2,0,2,0,0,keyword_product_only
Tamr Inc.,Tamr,Business Intelligence,Data Management Business Intelligence & Analytics,tamr,tamr,3,3,2,0,1,0,keyword_product_only
Cyfe Inc.,Cyfe,Business Intelligence,Data Management Business Intelligence & Analytics,cyfe,cyfe,0,0,0,0,0,0,keyword_product_only
PivotLink,PivotLink,Business Intelligence,Data Management Business Intelligence & Analytics,pivotlink,pivotlink,0,0,0,0,0,0,keyword_vendor_product
Kognitio,Kognitio,Business Intelligence,Data Management Business Intelligence & Analytics,kognitio,kognitio,0,0,0,0,0,0,keyword_vendor_product
IBM,Cognos 9,Business Intelligence,Data Management Business Intelligence & Analytics,ibm,cognos_9,9,9,0,2,7,0,keyword_vendor_product
RedPoint,RedPoint Data Management,Business Intelligence,Data Management Business Intelligence & Analytics,redpoint,redpoint_data_management,0,0,0,0,0,0,keyword_vendor_product
Validity Inc.,Validity,Business Intelligence,Data Management Business Intelligence & Analytics,validity,validity,196,196,11,77,90,5,keyword_product_only
Panorama Software,Panorama Necto,Business Intelligence,Data Management Business Intelligence & Analytics,panorama,panorama_necto,0,0,0,0,0,0,keyword_product_only
Magento,Magento Business Intelligence,Business Intelligence,Data Management Business Intelligence & Analytics,magento,magento_business_intelligence,0,0,0,0,0,0,keyword_vendor_product
SAS,SAS Data Quality,Business Intelligence,Data Management Business Intelligence & Analytics,sas,sas_data_quality,0,0,0,0,0,0,keyword_vendor_product
Bitam,Bitam,Business Intelligence,Data Management Business Intelligence & Analytics,bitam,bitam,0,0,0,0,0,0,keyword_vendor_product
Entrinsik,Entrinsik,Business Intelligence,Data Management Business Intelligence & Analytics,entrinsik,entrinsik,1,1,0,0,0,1,keyword_vendor_product
Databox Inc.,Databox,Business Intelligence,Data Management Business Intelligence & Analytics,databox,databox,1,1,0,0,1,0,keyword_product_only
Custora,Custora,Business Intelligence,Data Management Business Intelligence & Analytics,custora,custora,0,0,0,0,0,0,keyword_vendor_product
Interana,Interana,Business Intelligence,Data Management Business Intelligence & Analytics,interana,interana,0,0,0,0,0,0,keyword_vendor_product
Clicdata/france,ClicData,Business Intelligence,Data Management Business Intelligence & Analytics,clicdata/france,clicdata,0,0,0,0,0,0,keyword_product_only
Salesforce.com,BeyondCore Analyst for Office,Business Intelligence,Data Management Business Intelligence & Analytics,salesforce_com,beyondcore_analyst_for_office,0,0,0,0,0,0,keyword_product_only
DataScience Inc.,DataScience.com,Business Intelligence,Data Management Business Intelligence & Analytics,datascience,datascience_com,0,0,0,0,0,0,keyword_product_only
Metamarkets Group Inc.,Metamarkets,Business Intelligence,Data Management Business Intelligence & Analytics,metamarkets,metamarkets,0,0,0,0,0,0,keyword_product_only
ClearStory Data Inc.,ClearStory Data,Business Intelligence,Data Management Business Intelligence & Analytics,clearstory_data,clearstory_data,0,0,0,0,0,0,keyword_product_only
LexisNexis,LexisNexis atVantage,Business Intelligence,Data Management Business Intelligence & Analytics,lexisnexis,lexisnexis_atvantage,0,0,0,0,0,0,keyword_vendor_product
JackBe,JackBe,Business Intelligence,Data Management Business Intelligence & Analytics,jackbe,jackbe,0,0,0,0,0,0,keyword_vendor_product
evolve24,Evolve24,Business Intelligence,Data Management Business Intelligence & Analytics,evolve24,evolve24,0,0,0,0,0,0,keyword_vendor_product
Snowflake Inc.,Snowflake Data Marketplace,Business Intelligence,Data Management Business Intelligence & Analytics,snowflake,snowflake_data_marketplace,0,0,0,0,0,0,keyword_product_only
Syncsort Inc,Trillium Director,Business Intelligence,Data Management Business Intelligence & Analytics,syncsort,trillium_director,0,0,0,0,0,0,keyword_product_only
Opera Solutions,Opera Solutions,Business Intelligence,Data Management Business Intelligence & Analytics,opera_solutions,opera_solutions,24,24,3,7,12,1,keyword_vendor_product
Windward Studios,Windward,Business Intelligence,Data Management Business Intelligence & Analytics,windward_studios,windward,0,0,0,0,0,0,keyword_product_only
ClickBase,ClickBase,Business Intelligence,Data Management Business Intelligence & Analytics,clickbase,clickbase,0,0,0,0,0,0,keyword_vendor_product
Lattice Engines Inc,Lattice Engines,Business Intelligence,Data Management Business Intelligence & Analytics,lattice_engines,lattice_engines,0,0,0,0,0,0,keyword_product_only
Airware,Airware,Business Intelligence,Data Management Business Intelligence & Analytics,airware,airware,1,1,0,1,0,0,keyword_vendor_product
Maroon Insights llc.,Maroonai,Business Intelligence,Data Management Business Intelligence & Analytics,maroon_insights_llc,maroonai,0,0,0,0,0,0,keyword_product_only
HP Inc.,HP DecisionCenter,Business Intelligence,Data Management Business Intelligence & Analytics,hp,hp_decisioncenter,0,0,0,0,0,0,keyword_product_only
Hypersoft,Hypersoft OmniAnalyser,Business Intelligence,Data Management Business Intelligence & Analytics,hypersoft,hypersoft_omnianalyser,0,0,0,0,0,0,keyword_vendor_product
Mode Analytics,Mode Analytics,Business Intelligence,Data Management Business Intelligence & Analytics,mode_analytics,mode_analytics,6,6,0,2,4,0,keyword_vendor_product
Parrable,Parrable,Business Intelligence,Data Management Business Intelligence & Analytics,parrable,parrable,0,0,0,0,0,0,keyword_vendor_product
Report Garden Inc.,ReportGarden,Business Intelligence,Data Management Business Intelligence & Analytics,report_garden,reportgarden,0,0,0,0,0,0,keyword_product_only
Synaptris,Synaptris,Business Intelligence,Data Management Business Intelligence & Analytics,synaptris,synaptris,0,0,0,0,0,0,keyword_vendor_product
ChartMogul Ltd,ChartMogul,Business Intelligence,Data Management Business Intelligence & Analytics,chartmogul,chartmogul,0,0,0,0,0,0,keyword_product_only
Avora,Avora,Business Intelligence,Data Management Business Intelligence & Analytics,avora,avora,0,0,0,0,0,0,keyword_vendor_product
Bottlenose,Bottlenose,Business Intelligence,Data Management Business Intelligence & Analytics,bottlenose,bottlenose,0,0,0,0,0,0,keyword_vendor_product
Astronomer,Astronomer,Business Intelligence,Data Management Business Intelligence & Analytics,astronomer,astronomer,1,1,0,0,0,0,keyword_vendor_product
Datascope Analytics,Datascope,Business Intelligence,Data Management Business Intelligence & Analytics,datascope_analytics,datascope,9,9,7,0,2,0,keyword_product_only
Uptake,Uptake,Business Intelligence,Data Management Business Intelligence & Analytics,uptake,uptake,0,0,0,0,0,0,keyword_vendor_product
Baremetrics,Baremetrics,Business Intelligence,Data Management Business Intelligence & Analytics,baremetrics,baremetrics,1,1,0,0,1,0,keyword_vendor_product
Basis Technology Corp,BASIS Technology,Business Intelligence,Data Management Business Intelligence & Analytics,basis_technology,basis_technology,0,0,0,0,0,0,keyword_product_only
Grow Inc,Grow,Business Intelligence,Data Management Business Intelligence & Analytics,grow,grow,41,41,2,12,22,0,keyword_vendor_product
InforSense,InforSense,Business Intelligence,Data Management Business Intelligence & Analytics,inforsense,inforsense,0,0,0,0,0,0,keyword_vendor_product
Socrata,Socrata,Business Intelligence,Data Management Business Intelligence & Analytics,socrata,socrata,0,0,0,0,0,0,keyword_vendor_product
Google,Google API,Data Integration,Data Management Business Intelligence & Analytics,google,google_api,197,197,11,77,100,7,keyword_vendor_product
Oracle,Oracle Data Integrator Enterprise Edition,Data Integration,Data Management Business Intelligence & Analytics,oracle,oracle_data_integrator_enterprise_edition,0,0,0,0,0,0,keyword_vendor_product
Informatica,Informatica,Data Integration,Data Management Business Intelligence & Analytics,informatica,informatica,13,13,5,1,7,0,keyword_vendor_product
Hbase,Hbase,Data Integration,Data Management Business Intelligence & Analytics,hbase,hbase,4,4,0,3,1,0,keyword_vendor_product
Talend,Talend,Data Integration,Data Management Business Intelligence & Analytics,talend,talend,15,15,2,5,8,0,keyword_vendor_product
Talend,Talend Data Management,Data Integration,Data Management Business Intelligence & Analytics,talend,talend_data_management,0,0,0,0,0,0,keyword_vendor_product
SAP,SAP Information Steward,Data Integration,Data Management Business Intelligence & Analytics,sap,sap_information_steward,1,1,0,0,1,0,keyword_vendor_product
Informatica,Informatica PowerCenter,Data Integration,Data Management Business Intelligence & Analytics,informatica,informatica_powercenter,0,0,0,0,0,0,keyword_vendor_product
SAS,SAS Data Management,Data Integration,Data Management Business Intelligence & Analytics,sas,sas_data_management,1,1,0,0,1,0,keyword_vendor_product
Mulesoft,dataloader.io,Data Integration,Data Management Business Intelligence & Analytics,mulesoft,dataloader_io,0,0,0,0,0,0,keyword_product_only
Workday Inc,Workday Integration Cloud Platform,Data Integration,Data Management Business Intelligence & Analytics,workday,workday_integration_cloud_platform,0,0,0,0,0,0,keyword_product_only
IBM,IBM InfoSphere DataStage,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_infosphere_datastage,12,12,1,4,6,1,keyword_vendor_product
IBM,IBM InfoSphere Platform,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_infosphere_platform,0,0,0,0,0,0,keyword_vendor_product
Microsoft,BizTalk Server,Data Integration,Data Management Business Intelligence & Analytics,microsoft,biztalk_server,8,8,0,7,1,0,virtualMatchString
FACEBOOK,Facebook-Graph-API,Data Integration,Data Management Business Intelligence & Analytics,facebook,facebook_graph_api,0,0,0,0,0,0,keyword_vendor_product
Oracle,GoldenGate,Data Integration,Data Management Business Intelligence & Analytics,oracle,goldengate,21,21,3,11,7,0,virtualMatchString
SAS,SAS Data Integration,Data Integration,Data Management Business Intelligence & Analytics,sas,sas_data_integration,0,0,0,0,0,0,keyword_vendor_product
Software AG,WebMethods,Data Integration,Data Management Business Intelligence & Analytics,software,webmethods,2,2,0,2,0,0,keyword_vendor_product
Workday Inc,Workday Studio,Data Integration,Data Management Business Intelligence & Analytics,workday,workday_studio,0,0,0,0,0,0,keyword_product_only
Dell,Dell Boomi AtomSphere,Data Integration,Data Management Business Intelligence & Analytics,dell,dell_boomi_atomsphere,0,0,0,0,0,0,keyword_vendor_product
SAP,SAP Data Services,Data Integration,Data Management Business Intelligence & Analytics,sap,sap_data_services,18,18,3,5,10,0,keyword_vendor_product
Winshuttle LLC.,Winshuttle,Data Integration,Data Management Business Intelligence & Analytics,winshuttle_llc,winshuttle,0,0,0,0,0,0,keyword_product_only
IBM,IBM WebSphere DataPower,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_websphere_datapower,23,23,0,10,9,4,keyword_vendor_product
AT Internet,AT Internet,Data Integration,Data Management Business Intelligence & Analytics,at_internet,at_internet,2973,2973,96,1635,1055,173,keyword_vendor_product
Oracle,Oracle Integration Cloud Service,Data Integration,Data Management Business Intelligence & Analytics,oracle,oracle_integration_cloud_service,0,0,0,0,0,0,keyword_vendor_product
Red Hat,Red Hat JBoss Fuse,Data Integration,Data Management Business Intelligence & Analytics,red_hat,red_hat_jboss_fuse,5,5,1,1,3,0,keyword_vendor_product
SnapLogic,SnapLogic,Data Integration,Data Management Business Intelligence & Analytics,snaplogic,snaplogic,0,0,0,0,0,0,keyword_vendor_product
Tibco,TIBCO BusinessWorks,Data Integration,Data Management Business Intelligence & Analytics,tibco,tibco_businessworks,10,10,0,6,4,0,keyword_vendor_product
SAP,SAP HANA Cloud Integration (HCI),Data Integration,Data Management Business Intelligence & Analytics,sap,sap_hana_cloud_integration_(hci),0,0,0,0,0,0,keyword_vendor_product
IBM,IBM WebSphere Transformation Extender,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_websphere_transformation_extender,1,1,0,0,1,0,keyword_vendor_product
Jitterbit,Jitterbit Harmony Platform,Data Integration,Data Management Business Intelligence & Analytics,jitterbit,jitterbit_harmony_platform,0,0,0,0,0,0,keyword_vendor_product
Red Hat,Red Hat JBoss Data Virtualization,Data Integration,Data Management Business Intelligence & Analytics,red_hat,red_hat_jboss_data_virtualization,4,4,1,0,2,1,keyword_vendor_product
Actian,Actian DataConnect,Data Integration,Data Management Business Intelligence & Analytics,actian,actian_dataconnect,0,0,0,0,0,0,keyword_vendor_product
AgilOne,AgilOne Cortex,Data Integration,Data Management Business Intelligence & Analytics,agilone,agilone_cortex,0,0,0,0,0,0,keyword_vendor_product
AgilOne,AgilOne,Data Integration,Data Management Business Intelligence & Analytics,agilone,agilone,0,0,0,0,0,0,keyword_vendor_product
